viewCount,likeCount,dislikeCount,favoriteCount,commentCount
-1,-1,-1,-1,-1
34346594,85611,18453,34346594,7632
-1,-1,-1,-1,-1
13666459,47314,17330,13666459,626
21570565,150727,7889,21570565,4969
8693,116,19,8693,35
3151767,26068,1100,3151767,1143
16474,2035,16,16474,210
43965,1401,163,43965,166
-1,-1,-1,-1,-1
43015448,59025,8018,43015448,4126
35929,1997,27,35929,184
2028286,44829,3000,2028286,451
268052386,362967,212672,268052386,5398
22439863,97178,6897,22439863,2190
3747043,81005,5837,3747043,1869
132785593,577826,22374,132785593,7618
15650781,76330,19868,15650781,2520
2604474,21194,3246,2604474,290
31674605,81716,5086,31674605,2745
912375,19232,2034,912375,3203
7631730,26672,1536,7631730,786
3048133,24867,1053,3048133,2036
9097884,27620,938,9097884,2430
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
12606569,121568,8630,12606569,7564
13666459,47314,17330,13666459,626
108728,323,79,108728,88
-1,-1,-1,-1,-1
3747043,81005,5837,3747043,1869
17596828,32326,2323,17596828,659
-1,-1,-1,-1,-1
14824856,67344,31849,14824856,98
2627581,56569,3965,2627581,390
6021640,64598,996,6021640,1465
54447252,151562,6970,54447252,9183
67566607,499324,35601,67566607,14142
2604474,21194,3246,2604474,290
2272724,41205,748,2272724,4776
2612588,64358,861,2612588,4160
2698290,52269,3325,2698290,6508
4996025,322772,8239,4996025,16984
2837843,14867,8349,2837843,0
262605,111,114,262605,39
378699,9875,257,378699,552
2126384,25602,475,2126384,2518
3272292,52191,1254,3272292,1194
224860,2257,76,224860,260
1284241,31389,288,1284241,1978
2028286,44829,3000,2028286,451
34346594,85611,18453,34346594,7632
13202,148,22,13202,32
-1,-1,-1,-1,-1
18775264,124272,5436,18775264,3043
24612734,44771,2235,24612734,1924
2210940,94279,2647,2210940,1834
1136885,21735,2542,1136885,2637
231044,6213,140,231044,79
4304239,63576,2247,4304239,3648
14981411,44728,18020,14981411,801
-1,-1,-1,-1,-1
2748024,13391,2434,2748024,360
433971,9810,191,433971,1248
10480094,36615,2368,10480094,1220
84574,3165,45,84574,99
1320373,31331,392,1320373,1140
150980741,491550,233516,150980741,144
12318,163,14,12318,63
2199863,77565,2413,2199863,971
94369,3000,35,94369,212
80236,1773,5,80236,73
214114897,504098,117496,214114897,13377
68497636,88014,10482,68497636,7842
220267,13135,201,220267,852
-1,-1,-1,-1,-1
1320373,31331,392,1320373,1140
4304239,63576,2247,4304239,3648
262605,111,114,262605,39
6189558,30825,1390,6189558,1330
563442,5893,225,563442,278
3213531,44040,1569,3213531,3026
1133870,26521,894,1133870,4786
15911237,46474,15271,15911237,9082
1953118,43437,1137,1953118,3045
80236,1773,5,80236,73
24068233,13197,7580,24068233,372
569125,24078,154,569125,1197
1969232,27537,2276,1969232,1832
12318,163,14,12318,63
14773242,31195,2056,14773242,3524
15788068,50101,5845,15788068,2970
2431037,19551,1461,2431037,850
110549,1801,73,110549,206
44132178,169377,8265,44132178,6023
2210940,94279,2647,2210940,1834
231044,6213,140,231044,79
150980741,491550,233516,150980741,144
2510888,30733,1242,2510888,607
1665478,4628,785,1665478,853
335443713,1182063,83506,335443713,49901
2184811,68719,814,2184811,2291
84574,3165,45,84574,99
2036243,50325,4391,2036243,3902
1900360,10320,923,1900360,1761
8736686,77469,1477,8736686,1031
2199863,77565,2413,2199863,971
1406002,26219,1423,1406002,1445
14708804,116957,5661,14708804,5123
60263521,335879,20140,60263521,11784
2634775,13952,1470,2634775,1629
408574,1635,205,408574,259
2449111,14513,1566,2449111,1434
338742,1979,595,338742,1544
23550140,549896,20508,23550140,21490
-1,-1,-1,-1,-1
268092713,985462,45574,268092713,12444
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
2642165,194411,1202,2642165,16689
238885191,1333914,185798,238885191,72631
2139361,8833,532,2139361,1439
1001396,6188,510,1001396,1431
166907,10478,1025,166907,762
4712933,83932,1881,4712933,7334
618733,10600,588,618733,2072
321147,18525,289,321147,787
14909910,207612,4163,14909910,4325
-1,-1,-1,-1,-1
125396,2045,79,125396,113
12855116,68399,3363,12855116,3885
1870156,3796,348,1870156,519
83677425,994597,26251,83677425,37533
1012061,16787,283,1012061,812
4804249,20888,469,4804249,699
537204,2522,238,537204,1322
1050912,26419,737,1050912,5755
2962252,77302,2235,2962252,4206
23109437,126797,4396,23109437,7823
684854,6098,357,684854,535
2298576,11376,418,2298576,606
34456,906,29,34456,85
3388941,51362,1409,3388941,3336
10689143,70242,2234,10689143,5831
2132180,21955,714,2132180,1949
759889,15098,134,759889,1067
37746118,196926,4599,37746118,4577
6451764,38167,850,6451764,2784
1144001,23585,1253,1144001,3015
20065693,1807851,13498,20065693,113131
183621,2817,160,183621,418
1673845,7958,528,1673845,734
113691,479,61,113691,0
1793269,3010,273,1793269,145
5542910,25466,1066,5542910,3074
316187,1276,145,316187,228
1291824,11208,1291,1291824,1510
1078551,33859,437,1078551,692
6273888,147020,5383,6273888,20446
651582,23194,226,651582,1229
180674,7880,567,180674,577
46852609,586767,18364,46852609,21509
10663518,142530,3098,10663518,3585
1075674,1921,221,1075674,39
1903038,17654,771,1903038,3047
4402326,57127,2250,4402326,8094
86435,547,25,86435,38
2805995,14704,570,2805995,1595
1454544,8124,184,1454544,288
1256649,35699,243,1256649,1650
71174678,210105,17142,71174678,10670
1787654,37771,2798,1787654,2392
2518786525,9489645,672128,2518786525,562006
1792399,86340,8141,1792399,7659
-1,-1,-1,-1,-1
2797014,21604,845,2797014,918
19391637,151298,8370,19391637,4715
7150207,34802,1856,7150207,736
1156547,11084,153,1156547,415
19322,4,0,19322,0
27886,163,8,27886,43
9347837,60907,2899,9347837,2260
17326231,88739,2615,17326231,11363
587473,2734,246,587473,180
612202,46610,2066,612202,8142
517045,2590,212,517045,95
13852710,71730,1802,13852710,4705
345014476,2693442,122822,345014476,95990
7756047,36783,8689,7756047,1035
7036902,114888,1178,7036902,4272
1004235,127668,1673,1004235,3205
4120104,18192,714,4120104,2245
15067286,47568,13305,15067286,1503
18686584,65395,12964,18686584,1909
1963166,3460,653,1963166,350
3890261,52509,2286,3890261,6600
283099,3911,354,283099,88
3180193,60206,511,3180193,8087
1442109,50638,804,1442109,840
9546961,18127,2826,9546961,1045
42680691,537929,12835,42680691,23702
3016126,6532,408,3016126,773
315899,7274,665,315899,423
2700532,17673,907,2700532,1215
586189,9693,300,586189,1232
126247,20,1,126247,1
2180074,12376,257,2180074,1435
187450,849,66,187450,68
23486,114,2,23486,3
155583,806,51,155583,10
11540673,87865,1757,11540673,3215
21146447,140502,2240,21146447,8501
1034894,3733,530,1034894,513
49185,30,7,49185,1
7712136,52011,2349,7712136,2777
74293,131,28,74293,15
704033,8327,317,704033,535
792178,991,68,792178,121
137023,2494,356,137023,1034
14859,108,8,14859,17
36530,25,10,36530,2
285510,2334,161,285510,191
251635,688,16,251635,56
36530,25,10,36530,2
1275508,7033,2416,1275508,186
57091,473,37,57091,2
249655,467,43,249655,34
3266540,39874,1126,3266540,1663
4378576,9499,1476,4378576,641
53827,199,7,53827,27
74041,42,11,74041,2
-1,-1,-1,-1,-1
3958311,20700,3398,3958311,615
123656,258,30,123656,18
50088,16,0,50088,7
98900,11,9,98900,1
8342201,68208,1962,8342201,3673
1741327,11645,893,1741327,3000
848109,10877,403,848109,594
98541,967,117,98541,187
44357,1537,6,44357,10
2614753,31986,901,2614753,1763
24211,734,38,24211,27
83844,658,96,83844,331
2966010,2564,277,2966010,568
48995,143,4,48995,17
1850603,10049,394,1850603,621
20484976,278099,13776,20484976,9667
69099,859,17,69099,51
102614081,546363,41588,102614081,32887
56781,511,17,56781,186
70648,406,10,70648,30
62426,694,10,62426,88
5230705,46716,1606,5230705,1915
10544322,46792,3191,10544322,1301
35883,509,90,35883,12
67877,247,10,67877,35
79607,2050,76,79607,51
4628633,75102,7768,4628633,63
5365740,35711,1127,5365740,1792
4755410,154091,2465,4755410,7567
37926,83,2,37926,14
110976,1123,28,110976,83
-1,-1,-1,-1,-1
5704096,14495,296,5704096,3094
1839042,11368,196,1839042,947
545075,1274,37,545075,40
746744,249,42,746744,9
817895,36,4,817895,1
53282,222,11,53282,15
576630266,2423878,77523,576630266,117805
182554,575,12,182554,88
66517,1581,483,66517,518
64799,197,10,64799,36
47745,167,6,47745,12
3212693,19030,2601,3212693,693
82983,11096,91,82983,738
1852096,123862,633,1852096,10715
207983,1283,24,207983,45
74678,116,7,74678,35
152169,2615,109,152169,39
27715,355,9,27715,4
104472,156,25,104472,25
3067277,8230,978,3067277,87
27781,37,1,27781,4
295218,558,19,295218,70
15289979,123282,5899,15289979,5837
1774642,27040,1477,1774642,5895
595842,5077,120,595842,289
303804,2137,88,303804,336
4497255,16709,513,4497255,1200
40683,26,2,40683,2
3599288,14166,1131,3599288,479
12250585,231732,9887,12250585,47467
4850462,35620,732,4850462,1338
5874699,43522,2584,5874699,1174
14989275,93813,5338,14989275,5144
161241,385,21,161241,34
143,0,0,143,0
1764107,30658,858,1764107,1839
-1,-1,-1,-1,-1
1276727,23007,491,1276727,1523
203974,3774,151,203974,510
5278919,31803,1351,5278919,2203
-1,-1,-1,-1,-1
8428479,96517,1991,8428479,4293
24803217,153750,25779,24803217,26638
1382756,2378,656,1382756,147
483528,14217,327,483528,2283
8997467,9348,2694,8997467,353
6680187,81291,2070,6680187,5038
28230832,257977,10030,28230832,9490
17943359,117142,3216,17943359,3817
228796,221,27,228796,49
13564911,231690,3054,13564911,13595
28544915,264218,5864,28544915,5570
651724,9158,248,651724,1578
-1,-1,-1,-1,-1
10220548,568909,6007,10220548,29098
-1,-1,-1,-1,-1
267847,8490,164,267847,945
104807,654,77,104807,162
-1,-1,-1,-1,-1
267218,8233,113,267218,142
357758,4972,105,357758,176
1966476,30770,342,1966476,8444
231797,850,105,231797,131
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
9394,34,11,9394,5
-1,-1,-1,-1,-1
447549,2380,269,447549,232
929031,5156,182,929031,496
244,235,85,244,0
244226,806,103,244226,61
325731,693,233,325731,54
17076160,57209,2303,17076160,3582
51256,243,21,51256,21
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
177161,330,114,177161,36
-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
